#Organism Name,Strain,GenBank FTP,RefSeq FTP
"Acinetobacter baumannii","AB042","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/941/765/GCA_001941765.1_ASM194176v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/941/765/GCF_001941765.1_ASM194176v1"
"Shigella dysenteriae","08-3380","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/949/815/GCA_002949815.1_ASM294981v1",
"Legionella pneumophila","NY23 (D-7705)","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/003/555/GCA_003003555.1_ASM300355v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/003/555/GCF_003003555.1_ASM300355v1"
"Chlamydia trachomatis","E-103","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/655/335/GCA_001655335.1_ASM165533v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/655/335/GCF_001655335.1_ASM165533v1"
"Burkholderia pseudomallei","2013833055","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/111/025/GCA_002111025.1_ASM211102v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/111/025/GCF_002111025.1_ASM211102v1"
"Xanthomonas citri pv. fuscans","ISO118C5","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/000/475/GCA_004000475.1_ASM400047v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/000/475/GCF_004000475.1_ASM400047v1"
"Xanthomonas oryzae pv. oryzae","Ug11","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/355/285/GCA_004355285.1_ASM435528v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/355/285/GCF_004355285.1_ASM435528v1"
"Bacillus subtilis","SX01705","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/216/085/GCA_002216085.1_ASM221608v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/216/085/GCF_002216085.1_ASM221608v1"
"Klebsiella pneumoniae","KPNIH36","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/675/125/GCA_001675125.1_ASM167512v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/675/125/GCF_001675125.1_ASM167512v1"
"Enterococcus faecium","E6043","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/635/415/GCA_900635415.1_E6043_hybrid_assembly","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/635/415/GCF_900635415.1_E6043_hybrid_assembly"
"Brucella melitensis","1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/236/565/GCA_900236565.1_Bru_genome8","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/236/565/GCF_900236565.1_Bru_genome8"
"Bordetella pertussis","VA-09","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/686/505/GCA_001686505.1_ASM168650v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/686/505/GCF_001686505.1_ASM168650v1"
"Lactobacillus plantarum","IDCC3501","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/428/355/GCA_003428355.1_ASM342835v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/428/355/GCF_003428355.1_ASM342835v1"
"Streptococcus sanguinis","NCTC3168","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/636/505/GCA_900636505.1_42650_H02",
"Corynebacterium pseudotuberculosis","MEX1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/975/165/GCA_001975165.1_ASM197516v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/975/165/GCF_001975165.1_ASM197516v1"
"Pseudomonas sp. DTU12.3","DTU12.3","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/124/275/GCA_004124275.1_ASM412427v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/124/275/GCF_004124275.1_ASM412427v1"
"Bacillus velezensis","LDO2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/073/455/GCA_003073455.1_ASM307345v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/073/455/GCF_003073455.1_ASM307345v1"
"Bacillus velezensis","BS-37","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/076/535/GCA_003076535.1_ASM307653v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/076/535/GCF_003076535.1_ASM307653v1"
"Pseudomonas sp. SNU WT1","SNU WT1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/214/895/GCA_004214895.1_ASM421489v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/214/895/GCF_004214895.1_ASM421489v1"
"Corynebacterium pseudotuberculosis","PA04","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/989/595/GCA_001989595.1_ASM198959v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/989/595/GCF_001989595.1_ASM198959v1"
"Achromobacter xylosoxidans NBRC 15126 = ATCC 27061","NBRC 15126 = ATCC 27061","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/508/285/GCA_000508285.1_ASM50828v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/508/285/GCF_000508285.1_ASM50828v1"
"Lactobacillus plantarum","DR7","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/586/485/GCA_003586485.1_ASM358648v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/586/485/GCF_003586485.1_ASM358648v1"
"Bordetella pertussis","VA-15","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/686/525/GCA_001686525.1_ASM168652v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/686/525/GCF_001686525.1_ASM168652v1"
"Brucella melitensis","1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/236/575/GCA_900236575.1_Bru_genome10","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/236/575/GCF_900236575.1_Bru_genome10"
"Enterococcus faecium","NCTC7174","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/637/035/GCA_900637035.1_46582_D01","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/637/035/GCF_900637035.1_46582_D01"
"Klebsiella pneumoniae","TH1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/676/825/GCA_001676825.1_ASM167682v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/676/825/GCF_001676825.1_ASM167682v1"
"Bacillus subtilis","DKU_NT_02","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/269/175/GCA_002269175.1_ASM226917v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/269/175/GCF_002269175.1_ASM226917v1"
"Xanthomonas oryzae pv. oryzae","T19","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/355/305/GCA_004355305.1_ASM435530v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/355/305/GCF_004355305.1_ASM435530v1"
"Burkholderia pseudomallei","3000015237","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/111/045/GCA_002111045.1_ASM211104v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/111/045/GCF_002111045.1_ASM211104v1"
"Chlamydia trachomatis","E-160","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/655/375/GCA_001655375.1_ASM165537v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/655/375/GCF_001655375.1_ASM165537v1"
"Legionella pneumophila subsp. fraseri","D-3137","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/003/595/GCA_003003595.1_ASM300359v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/003/595/GCF_003003595.1_ASM300359v1"
"Shigella dysenteriae","CFSAN010954","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/949/875/GCA_002949875.1_ASM294987v1",
"Acinetobacter baumannii","AB34299","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/009/115/GCA_002009115.1_ASM200911v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/009/115/GCF_002009115.1_ASM200911v1"
"Streptococcus agalactiae","SA289","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/881/595/GCA_002881595.1_ASM288159v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/881/595/GCF_002881595.1_ASM288159v1"
"Pseudomonas aeruginosa","PA_D22","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/721/825/GCA_001721825.1_ASM172182v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/721/825/GCF_001721825.1_ASM172182v1"
"Streptococcus pneumoniae","947","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/618/555/GCA_900618555.1_947","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/618/555/GCF_900618555.1_947"
"Streptococcus pyogenes","SASM4-Duke","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/640/605/GCA_003640605.1_ASM364060v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/640/605/GCF_003640605.1_ASM364060v1"
"Mycobacterium tuberculosis","Beijing-like/35049","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/116/755/GCA_002116755.1_ASM211675v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/116/755/GCF_002116755.1_ASM211675v1"
"Escherichia coli JJ1886","JJ1886","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/493/755/GCA_000493755.1_ASM49375v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/493/755/GCF_000493755.1_ASM49375v1"
"Neisseria meningitidis","M25456","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/697/965/GCA_001697965.1_ASM169796v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/697/965/GCF_001697965.1_ASM169796v1"
"Helicobacter pylori","BM013A","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/685/665/GCA_000685665.1_ASM68566v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/685/665/GCF_000685665.1_ASM68566v1"
"Listeria monocytogenes","CFSAN006122","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/188/025/GCA_001188025.2_ASM118802v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/188/025/GCF_001188025.2_ASM118802v2"
"Staphylococcus aureus subsp. aureus ST228","ST228","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/967/325/GCA_000967325.1_ASM96732v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/967/325/GCF_000967325.1_ASM96732v1"
"Campylobacter jejuni","CJ677CC538","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/506/685/GCA_001506685.1_ASM150668v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/506/685/GCF_001506685.1_ASM150668v1"
"Salmonella enterica subsp. enterica serovar Sloterdijk str. ATCC 15791","ATCC 15791","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/486/445/GCA_000486445.2_ASM48644v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/486/445/GCF_000486445.2_ASM48644v2"
"Salmonella enterica subsp. enterica serovar Rubislaw str. ATCC 10717","ATCC 10717","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/486/585/GCA_000486585.2_ASM48658v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/486/585/GCF_000486585.2_ASM48658v2"
"Campylobacter jejuni","CJ677CC520","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/506/705/GCA_001506705.1_ASM150670v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/506/705/GCF_001506705.1_ASM150670v1"
"Staphylococcus aureus subsp. aureus ST228","ST228","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/967/345/GCA_000967345.1_ASM96734v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/967/345/GCF_000967345.1_ASM96734v1"
"Listeria monocytogenes","LM850658","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/188/655/GCA_001188655.1_ASM118865v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/188/655/GCF_001188655.1_ASM118865v1"
"Helicobacter pylori","BM012B","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/685/705/GCA_000685705.1_ASM68570v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/685/705/GCF_000685705.1_ASM68570v1"
"Neisseria meningitidis","M25419","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/697/985/GCA_001697985.1_ASM169798v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/697/985/GCF_001697985.1_ASM169798v1"
"Escherichia coli str. K-12 substr. MC4100","K-12 substr. MC4100","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/499/485/GCA_000499485.1_MYMC4100","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/499/485/GCF_000499485.1_MYMC4100"
"Mycobacterium tuberculosis","Beijing-like/36918","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/116/775/GCA_002116775.1_ASM211677v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/116/775/GCF_002116775.1_ASM211677v1"
"Streptococcus pyogenes","ABC020055975","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/698/205/GCA_003698205.1_ASM369820v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/698/205/GCF_003698205.1_ASM369820v1"
"Streptococcus pneumoniae","180-2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/618/575/GCA_900618575.1_180-2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/618/575/GCF_900618575.1_180-2"
"Fusobacterium nucleatum subsp. vincentii ChDC F8","KCOM 1231","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/296/125/GCA_001296125.1_ASM129612v1",
"Pseudomonas aeruginosa","PA_D25","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/721/845/GCA_001721845.1_ASM172184v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/721/845/GCF_001721845.1_ASM172184v1"
"Streptococcus agalactiae","SA343","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/881/615/GCA_002881615.1_ASM288161v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/881/615/GCF_002881615.1_ASM288161v1"
"Acinetobacter baumannii","JBA13","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/082/625/GCA_002082625.2_ASM208262v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/082/625/GCF_002082625.2_ASM208262v2"
"Legionella pneumophila subsp. fraseri","D-5387","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/003/675/GCA_003003675.1_ASM300367v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/003/675/GCF_003003675.1_ASM300367v1"
"Chlamydia trachomatis","E-547","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/655/415/GCA_001655415.1_ASM165541v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/655/415/GCF_001655415.1_ASM165541v1"
"Burkholderia pseudomallei","2002721184","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/111/085/GCA_002111085.1_ASM211108v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/111/085/GCF_002111085.1_ASM211108v1"
"Xanthomonas oryzae pv. oryzae","Dak16","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/355/325/GCA_004355325.1_ASM435532v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/355/325/GCF_004355325.1_ASM435532v1"
"Bacillus subtilis","DKU_NT_03","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/269/195/GCA_002269195.1_ASM226919v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/269/195/GCF_002269195.1_ASM226919v1"
"Brucella suis","ZW046","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/755/085/GCA_000755085.1_ASM75508v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/755/085/GCF_000755085.1_ASM75508v1"
"Chlamydia psittaci Mat116","Mat116","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/338/695/GCA_000338695.1_ASM33869v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/338/695/GCF_000338695.1_ASM33869v1"
"Klebsiella pneumoniae","1_GR_13","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/701/425/GCA_001701425.2_ASM170142v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/701/425/GCF_001701425.2_ASM170142v2"
"Enterococcus faecium","E2079","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/638/765/GCA_900638765.1_E2079_hybrid_assembly","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/638/765/GCF_900638765.1_E2079_hybrid_assembly"
"Brucella melitensis","1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/236/585/GCA_900236585.1_Bru_genome1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/236/585/GCF_900236585.1_Bru_genome1"
"Bordetella pertussis","VA-18","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/686/545/GCA_001686545.1_ASM168654v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/686/545/GCF_001686545.1_ASM168654v1"
"Methanosarcina mazei Tuc01","Tuc01","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/341/715/GCA_000341715.1_ASM34171v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/341/715/GCF_000341715.1_ASM34171v1"
"Lactobacillus plantarum","ZFM55","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/589/725/GCA_003589725.1_ASM358972v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/589/725/GCF_003589725.1_ASM358972v1"
"Corynebacterium pseudotuberculosis","phoP","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/009/385/GCA_002009385.1_ASM200938v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/009/385/GCF_002009385.1_ASM200938v1"
"Pseudomonas sp. SXM-1","SXM-1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/379/315/GCA_004379315.1_ASM437931v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/379/315/GCF_004379315.1_ASM437931v1"
"Bacillus velezensis","Hx05","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/150/855/GCA_003150855.2_ASM315085v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/150/855/GCF_003150855.1_ASM315085v2"
"Bacillus velezensis","W1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/265/265/GCA_003265265.1_ASM326526v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/265/265/GCF_003265265.1_ASM326526v1"
"Pseudomonas sp. S150","S150","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/526/365/GCA_004526365.1_ASM452636v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/526/365/GCF_004526365.1_ASM452636v1"
"Corynebacterium pseudotuberculosis","MIC6","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/009/415/GCA_002009415.1_ASM200941v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/009/415/GCF_002009415.1_ASM200941v1"
"Lactobacillus plantarum","ATG-K6","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/597/595/GCA_003597595.1_ASM359759v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/597/595/GCF_003597595.1_ASM359759v1"
"Bordetella pertussis","VA-62","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/686/565/GCA_001686565.1_ASM168656v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/686/565/GCF_001686565.1_ASM168656v1"
"Enterococcus faecium","E4227","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/638/775/GCA_900638775.1_E4227_hybrid_assembly","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/638/775/GCF_900638775.1_E4227_hybrid_assembly"
"Klebsiella pneumoniae","16_GR_13","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/701/835/GCA_001701835.2_ASM170183v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/701/835/GCF_001701835.2_ASM170183v2"
"Brucella suis","ZW043","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/755/105/GCA_000755105.1_ASM75510v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/755/105/GCF_000755105.1_ASM75510v1"
"Porphyromonas gingivalis A7A1-28","A7A1-28","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/444/325/GCA_001444325.1_ASM144432v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/444/325/GCF_001444325.1_ASM144432v1"
"Bacillus subtilis","TLO3","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/290/305/GCA_002290305.1_ASM229030v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/290/305/GCF_002290305.1_ASM229030v1"
"Xanthomonas oryzae pv. oryzae","CFBP8172","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/355/345/GCA_004355345.1_ASM435534v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/355/345/GCF_004355345.1_ASM435534v1"
"Burkholderia pseudomallei","2002734728","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/111/105/GCA_002111105.1_ASM211110v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/111/105/GCF_002111105.1_ASM211110v1"
"Chlamydia trachomatis","E-8873","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/655/455/GCA_001655455.1_ASM165545v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/655/455/GCF_001655455.1_ASM165545v1"
"Legionella pneumophila subsp. fraseri","Los Angeles 1 (D-7696)","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/003/755/GCA_003003755.1_ASM300375v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/003/755/GCF_003003755.1_ASM300375v1"
"Acinetobacter baumannii","CBA7","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/082/645/GCA_002082645.1_ASM208264v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/082/645/GCF_002082645.1_ASM208264v1"
"Streptococcus agalactiae","SA627","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/881/775/GCA_002881775.1_ASM288177v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/881/775/GCF_002881775.1_ASM288177v1"
"Pseudomonas aeruginosa","DN1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/722/005/GCA_001722005.2_ASM172200v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/722/005/GCF_001722005.2_ASM172200v2"
"Fusobacterium nucleatum subsp. nucleatum","KCOM 1250","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/296/185/GCA_001296185.1_ASM129618v1",
"Streptococcus pneumoniae","180-15","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/618/585/GCA_900618585.1_180-15","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/618/585/GCF_900618585.1_180-15"
"Streptococcus pyogenes","FDAARGOS_534","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/812/645/GCA_003812645.1_ASM381264v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/812/645/GCF_003812645.1_ASM381264v1"
"Mycobacterium tuberculosis","Beijing-like/38774","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/116/795/GCA_002116795.1_ASM211679v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/116/795/GCF_002116795.1_ASM211679v1"
"Escherichia coli O145:H28 str. RM13514","RM13514","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/520/035/GCA_000520035.1_ASM52003v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/520/035/GCF_000520035.1_ASM52003v1"
"Neisseria meningitidis","M22740","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/698/005/GCA_001698005.1_ASM169800v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/698/005/GCF_001698005.1_ASM169800v1"
"Helicobacter pylori","BM013B","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/685/745/GCA_000685745.1_ASM68574v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/685/745/GCF_000685745.1_ASM68574v1"
"Listeria monocytogenes","WSLC 1018","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/454/845/GCA_001454845.1_ASM145484v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/454/845/GCF_001454845.1_ASM145484v1"
"Staphylococcus aureus subsp. aureus ST228","ST228","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/967/365/GCA_000967365.1_ASM96736v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/967/365/GCF_000967365.1_ASM96736v1"
"Campylobacter jejuni","CJ677CC014","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/506/725/GCA_001506725.1_ASM150672v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/506/725/GCF_001506725.1_ASM150672v1"
"Salmonella enterica subsp. enterica serovar Paratyphi A str. ATCC 11511","ATCC 11511","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/486/725/GCA_000486725.2_ASM48672v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/486/725/GCF_000486725.2_ASM48672v2"
"Salmonella enterica subsp. enterica serovar Panama str. ATCC 7378","ATCC 7378","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/486/765/GCA_000486765.2_ASM48676v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/486/765/GCF_000486765.2_ASM48676v2"
